country,capacity_MW,primary_fuel,generation_technology,age,output_MWh,fuel_used
Russia,135,natural_gas,CCGT,85,241938,gas
United_States,1000,natural_gas,CCGT,13,0,gas
Serbia,230,oil,cogeneration,48,530052,oil
China,1200,bituminous,supercritical,19,6181089,coal
Austria,439,natural_gas,CCGT,41,0,gas
India,1250,coal,subcritical,53,1876091,coal
Egypt,100,natural_gas,OCGT,43,426830,gas
Russia,570,coal,subcritical,34,2089842,coal
Canada,80,natural_gas,cogeneration,41,238236,gas
Japan,2000,bituminous,ultrasupercritical,27,12400000,coal
United_States,883,oil,subcritical,13,2041564,oil
Russia,24,coal,subcritical,13,66126,coal
Russia,200,coal,subcritical,8,0,coal
Pakistan,382,natural_gas,subcritical,9,874702,gas
Armenia,1110,natural_gas,subcritical,51,1209497,gas
India,1500,coal,subcritical,18,8053467,coal
Canada,2120,oil,subcritical,55,2968234,oil
Pakistan,71,natural_gas,OCGT,9,0,gas
South_Africa,740,natural_gas,OCGT,39,0,gas
China,1200,bituminous,subcritical,22,9638495,coal
China,764,natural_gas,CCGT,10,0,gas
United_States,277,natural_gas,CCGT,62,462481,gas
United_States,100,oil,Engine,18,35131,oil
China,600,bituminous,subcritical,58,4352705,coal
United_States,160,natural_gas,CCGT,30,161911,gas
Netherlands,800,coal,ultrasupercritical,42,3515612,coal
Russia,440,natural_gas,subcritical,41,1499378,gas
China,1200,bituminous,subcritical,21,6144295,coal
China,2475,coal,subcritical,32,15100000,coal
China,1200,anthracite,supercritical,10,6146662,coal
United_States,100,oil,Engine,18,35131,oil
Germany,772,bituminous,subcritical,43,924186,coal
China,600,coal,subcritical,25,3385591,coal
Spain,400,natural_gas,CCGT,14,1647703,gas
Kazakhstan,1230,oil,subcritical,7,1953384,oil
United_Kingdom,228,natural_gas,OCGT,23,1612465,gas
Guatemala,78,oil,OCGT,13,0,oil
United_States,1000,natural_gas,CCGT,13,0,gas
India,165,natural_gas,CCGT,21,949797,gas
Poland,275,coal,subcritical,39,1550877,coal
Japan,3600,oil,supercritical,46,16100000,oil
Japan,2000,bituminous,ultrasupercritical,22,12300000,coal
Japan,3600,natural_gas,CCGT,38,16800000,gas
Libya,480,oil,subcritical,-14,2202695,oil
United_States,232,subbituminous,subcritical,47,1140785,coal
Russia,3600,natural_gas,CCGT,48,9852583,gas
United_States,2,subbituminous,subcritical,48,0,coal
Argentina,466,natural_gas,CCGT,48,0,gas
India,36,natural_gas,CCGT,14,195626,gas
China,1200,bituminous,subcritical,9,0,coal
China,1200,coal,supercritical,10,6848842,coal
Hungary,49,natural_gas,CCGT,22,5159,gas
Spain,400,natural_gas,CCGT,7,733509,gas
Vietnam,206,oil,CCGT,25,416230,oil
Thailand,382,natural_gas,CCGT,23,874702,gas
Poland,165,bituminous,cogeneration,103,1029548,coal
Italy,400,natural_gas,CCGT,12,1093263,gas
China,1200,bituminous,supercritical,21,6144295,coal
Spain,800,natural_gas,CCGT,6,3877184,gas
United_States,1782,bituminous,subcritical,32,16500000,coal
Japan,2000,natural_gas,CCGT,30,6917015,gas
United_States,232,coal,subcritical,47,1140785,coal
Germany,1285,natural_gas,CCGT,6,10300000,gas
India,600,coal,subcritical,10,1146418,coal
Russia,524,natural_gas,CCGT,60,851236,gas
China,2100,coal,ultrasupercritical,43,17300000,coal
United_Kingdom,10,natural_gas,OCGT,16,20069,gas
India,1500,coal,subcritical,15,7620000,coal
Australia,487,natural_gas,CCGT,8,540505,gas
United_States,1200,natural_gas,CCGT,13,4358140,gas
Morocco,145,natural_gas,OCGT,34,540184,gas
Japan,2000,natural_gas,CCGT,26,6917015,gas
United_States,2,bituminous,subcritical,48,0,coal
Thailand,280,natural_gas,CCGT,23,1690405,gas
Spain,1200,natural_gas,CCGT,11,5259241,gas
Turkey,495,natural_gas,CCGT,18,0,gas
Peru,424,natural_gas,OCGT,8,1544453,gas
Australia,550,natural_gas,OCGT,36,2967611,gas
China,1200,bituminous,supercritical,22,9638495,coal
India,1200,coal,subcritical,5,0,coal
United_States,1000,natural_gas,CCGT,13,0,gas
Germany,875,anthracite,subcritical,30,3846545,coal
United_States,608,natural_gas,OCGT,59,1850903,gas
United_States,232,bituminous,subcritical,47,1140785,coal
Israel,450,natural_gas,CCGT,37,0,gas
India,413,natural_gas,CCGT,28,2885000,gas
Germany,440,natural_gas,subcritical,45,1054877,gas
United_States,100,oil,Engine,18,35131,oil
Brazil,920,natural_gas,OCGT,16,1269052,gas
United_States,3,natural_gas,CCGT,31,0,gas
Oman,284,natural_gas,OCGT,15,386312,gas
Sri_Lanka,80,natural_gas,OCGT,15,258083,gas
India,160,coal,subcritical,21,1469650,coal
Uruguay,20,oil,OCGT,42,47039,oil
China,1200,bituminous,subcritical,10,0,coal
United_States,1500,bituminous,subcritical,32,7054332,coal
Japan,2000,bituminous,ultrasupercritical,19,12200000,coal
Japan,5040,natural_gas,CCGT,29,30800000,gas
Russia,12,natural_gas,CCGT,63,18924,gas
India,1200,subbituminous,subcritical,7,0,coal
India,248,lignite,subcritical,29,344061,coal
Chile,270,natural_gas,OCGT,17,972114,gas
United_States,2,bituminous,subcritical,48,0,coal
Iran,1040,natural_gas,CCGT,22,4543482,gas
Peru,126,coal,subcritical,43,422226,coal
Canada,310,coal,subcritical,32,26500,coal
China,1200,bituminous,supercritical,11,6146662,coal
United_States,242,bituminous,subcritical,47,344061,coal
South_Africa,2140,natural_gas,OCGT,44,10100000,gas
China,1200,bituminous,supercritical,12,5353323,coal
Greece,376,natural_gas,CCGT,20,2198169,gas
India,1320,coal,supercritical,3,0,coal
Russia,460,oil,cogeneration,48,1333567,oil
China,790,natural_gas,CCGT,10,1827505,gas
United_States,2,bituminous,subcritical,48,0,coal
United_States,652,natural_gas,CCGT,59,4531000,gas
Belgium,556,coal,subcritical,24,3848348,coal
India,1200,coal,subcritical,4,0,coal
India,2980,coal,subcritical,9,1965945,coal
India,330,natural_gas,CCGT,15,558060,gas
China,1200,bituminous,subcritical,4,0,coal
China,1200,bituminous,subcritical,10,5182357,coal
India,2400,coal,subcritical,7,0,coal
United_States,1136,natural_gas,CCGT,13,5323759,gas
Egypt,156,natural_gas,CCGT,43,186171,gas
Russia,220,natural_gas,subcritical,41,549398,gas
Spain,215,natural_gas,CCGT,12,1406039,gas
Iran,1000,natural_gas,subcritical,22,2142115,gas
Canada,50,natural_gas,cogeneration,41,128060,gas
United_States,652,natural_gas,CCGT,59,4531000,gas
Brazil,1080,coal,subcritical,16,4328770,coal
Russia,360,natural_gas,subcritical,62,1779301,gas
United_States,100,oil,Engine,18,35131,oil
United_States,1782,bituminous,subcritical,32,16500000,coal
Japan,2000,bituminous,supercritical,22,12300000,coal
United_States,100,oil,Engine,18,35131,oil
China,780,natural_gas,CCGT,10,0,gas
Russia,1495,lignite,subcritical,43,6519923,coal
Republic_of_Korea,5230,anthracite,subcritical,20,23300000,coal
Italy,760,natural_gas,CCGT,20,0,gas
United_States,122,natural_gas,CCGT,30,113315,gas
Republic_of_Korea,1000,natural_gas,CCGT,3,0,gas
Italy,778,natural_gas,CCGT,20,0,gas
Russia,420,natural_gas,CCGT,61,1653058,gas
Russia,56,natural_gas,subcritical,31,360102,gas
United_States,242,bituminous,subcritical,47,344061,coal
Russia,2618,natural_gas,CCGT,48,3410176,gas
Singapore,1215,natural_gas,CCGT,3,309470,gas
United_States,279,bituminous,subcritical,62,1550877,coal
Saudi_Arabia,696,natural_gas,OCGT,11,1447942,gas
India,500,coal,subcritical,21,4117614,coal
United_States,1136,natural_gas,CCGT,13,5323759,gas
India,2500,coal,subcritical,29,15100000,coal
United_States,232,subbituminous,subcritical,47,1140785,coal
Spain,1335,natural_gas,CCGT,47,3469087,gas
Saudi_Arabia,1000,natural_gas,OCGT,11,0,gas
Croatia,868,natural_gas,CCGT,8,0,gas
India,22,oil,Engine,16,10537,oil
Germany,188,lignite,subcritical,109,1048500,coal
Russia,1200,natural_gas,CCGT,39,2845627,gas
Russia,120,natural_gas,CCGT,70,435963,gas
China,1200,bituminous,supercritical,21,2912202,coal
United_States,600,bituminous,ultrasupercritical,59,3321990,coal
United_States,100,oil,Engine,18,35131,oil
Saudi_Arabia,1530,natural_gas,CCGT,11,1543882,gas
Australia,1680,bituminous,subcritical,41,10400000,coal
Germany,960,anthracite,subcritical,6,1646319,coal
India,1760,coal,subcritical,38,9073640,coal
Russia,360,natural_gas,subcritical,4,0,gas
Brazil,226,natural_gas,CCGT,15,1153882,gas
China,1000,lignite,subcritical,44,4660640,coal
Ireland,150,coal,subcritical,14,1051001,coal
Croatia,320,oil,subcritical,8,2426218,oil
United_States,277,natural_gas,CCGT,62,462481,gas
United_States,100,oil,Engine,18,35131,oil
United_States,652,natural_gas,CCGT,59,4531000,gas
Japan,2000,bituminous,supercritical,20,12400000,coal
Algeria,108,natural_gas,OCGT,39,377674,gas
China,1200,bituminous,supercritical,13,6292797,coal
Italy,563,natural_gas,CCGT,19,3317029,gas
Poland,190,bituminous,cogeneration,39,1986197,coal
Japan,1500,natural_gas,CCGT,46,1406105,gas
China,2400,coal,subcritical,11,6292797,coal
Malawi,729,natural_gas,CCGT,55,3921242,gas
Ukraine,1775,coal,subcritical,58,16500000,coal
Russia,390,bituminous,cogeneration,42,1372829,coal
China,1200,bituminous,subcritical,19,2093900,coal
India,120,coal,subcritical,30,616240,coal
China,1420,coal,subcritical,12,5405597,coal
Israel,450,natural_gas,CCGT,37,0,gas
United_States,600,bituminous,ultrasupercritical,59,3321990,coal
Canada,170,natural_gas,cogeneration,27,108033,gas
Japan,1200,subbituminous,ultrasupercritical,24,6871807,coal
China,1320,bituminous,supercritical,17,6845816,coal
India,1200,coal,subcritical,5,0,coal
United_States,564,subbituminous,subcritical,59,3317029,coal
Sweden,1020,oil,subcritical,48,3606216,oil
United_States,100,oil,Engine,18,35131,oil
India,330,natural_gas,CCGT,15,558060,gas
Yemen,125,oil,Engine,31,599987,oil
Spain,1200,coal,subcritical,11,5559626,coal
United_States,242,bituminous,subcritical,47,344061,coal
China,600,bituminous,supercritical,56,1983110,coal
Iran,812,natural_gas,CCGT,22,0,gas
Russia,208,natural_gas,CCGT,25,0,gas
China,3720,bituminous,supercritical,14,8531764,coal
China,1300,coal,subcritical,18,3393471,coal
Belarus,195,natural_gas,CCGT,46,830439,gas
Italy,1321,natural_gas,CCGT,21,3469087,gas
China,1200,bituminous,supercritical,21,2912202,coal
Bangladesh,60,oil,OCGT,41,99164,oil
India,120,natural_gas,cogeneration,12,816900,gas
China,2470,coal,subcritical,32,15500000,coal
United_States,883,oil,subcritical,13,2041564,oil
France,90,coal,subcritical,17,297825,coal
Spain,850,natural_gas,CCGT,12,0,gas
China,1200,anthracite,supercritical,18,6136179,coal
Belarus,780,natural_gas,CCGT,31,1790644,gas
United_Kingdom,665,natural_gas,CCGT,36,1647677,gas
China,700,bituminous,subcritical,8,3273300,coal
United_States,100,oil,Engine,18,35131,oil
Russia,140,natural_gas,subcritical,29,522767,gas
United_States,600,subbituminous,ultrasupercritical,59,3321990,coal
Japan,2100,oil,subcritical,47,2815585,oil
Japan,1125,oil,subcritical,45,2200371,oil
Canada,192,bituminous,subcritical,14,675409,coal
Sri_Lanka,460,natural_gas,CCGT,15,1333567,gas
France,60,coal,subcritical,66,19217,coal
China,1300,bituminous,cogeneration,29,6500515,coal
China,1200,bituminous,subcritical,13,6292797,coal
United_States,1000,natural_gas,CCGT,13,0,gas
Germany,750,bituminous,subcritical,36,2792062,coal
United_States,280,natural_gas,CCGT,62,852592,gas
China,700,coal,subcritical,8,0,coal
Russia,1910,natural_gas,CCGT,95,3267510,gas
Mexico,770,natural_gas,CCGT,32,0,gas
United_States,2558,bituminous,subcritical,42,15500000,coal
China,860,coal,subcritical,16,1468640,coal
United_States,122,natural_gas,CCGT,30,113315,gas
United_Kingdom,1875,natural_gas,CCGT,25,6316895,gas
Republic_of_Korea,800,natural_gas,subcritical,42,2981555,gas
Canada,399,oil,OCGT,32,1259662,oil
Netherlands,590,coal,subcritical,36,2962695,coal
Japan,3058,natural_gas,CCGT,9,7150995,gas
Japan,2000,bituminous,supercritical,19,12200000,coal
China,2400,bituminous,subcritical,26,14300000,coal
China,600,coal,subcritical,10,1921824,coal
United_States,1336,natural_gas,CCGT,37,0,gas
China,600,coal,subcritical,58,4352705,coal
India,2340,coal,subcritical,34,17500000,coal
Uruguay,226,oil,OCGT,25,236748,oil
China,300,oil,OCGT,79,1843377,oil
Denmark,675,oil,subcritical,43,1112220,oil
United_States,207,bituminous,cogeneration,58,0,coal
Spain,1200,natural_gas,CCGT,11,3932472,gas
Netherlands,460,natural_gas,CCGT,7,1490472,gas
Republic_of_Korea,1200,natural_gas,CCGT,22,5049440,gas
United_States,608,natural_gas,OCGT,59,1850903,gas
Japan,2000,natural_gas,CCGT,8,7172451,gas
Algeria,1040,natural_gas,CCGT,34,4543482,gas
Canada,66,oil,Engine,41,44123,oil
France,765,oil,subcritical,48,3328857,oil
China,600,anthracite,subcritical,22,2916924,coal
Australia,203,natural_gas,OCGT,19,1043870,gas
United_States,100,oil,Engine,18,35131,oil
Japan,2100,oil,subcritical,47,2815585,oil
Russia,417,natural_gas,CCGT,39,2087848,gas
China,2400,bituminous,subcritical,-980,6146662,coal
China,600,bituminous,subcritical,14,10100000,coal
Russia,1500,natural_gas,CCGT,64,7054332,gas
Canada,160,natural_gas,CCGT,44,308983,gas
India,600,coal,subcritical,9,0,coal
Belgium,3,natural_gas,subcritical,14,9552,gas
Canada,50,natural_gas,OCGT,41,40818,gas
China,2525,coal,subcritical,11,6972110,coal
United_States,989,natural_gas,CCGT,13,5145072,gas
Bangladesh,225,natural_gas,CCGT,49,1153882,gas
United_States,550,natural_gas,CCGT,15,548443,gas
Italy,760,natural_gas,CCGT,20,0,gas
United_States,1000,natural_gas,CCGT,13,0,gas
China,600,anthracite,subcritical,14,4058904,coal
Pakistan,586,natural_gas,CCGT,17,2764278,gas
India,600,coal,subcritical,10,1146418,coal
Portugal,64,oil,subcritical,35,44123,oil
China,2520,bituminous,subcritical,9,12073,coal
China,1200,bituminous,supercritical,10,13538,coal
Puerto_Rico,756,natural_gas,CCGT,11,0,gas
Japan,1900,oil,supercritical,36,3629195,oil
Angola,148,natural_gas,OCGT,8,908175,gas
Germany,1520,bituminous,subcritical,24,8692199,coal
United_Kingdom,1145,natural_gas,CCGT,5,0,gas
India,1200,coal,subcritical,7,0,coal
Italy,1179,natural_gas,CCGT,21,4642512,gas
United_Kingdom,2000,natural_gas,CCGT,48,11300000,gas
Mexico,113,oil,Engine,55,0,oil
United_States,100,oil,Engine,18,35131,oil
United_States,1782,bituminous,subcritical,32,16500000,coal
United_States,1035,natural_gas,CCGT,13,5952623,gas
Russia,12,natural_gas,CCGT,14,33956,gas
Egypt,2250,natural_gas,CCGT,31,1393204,gas
Mexico,496,natural_gas,CCGT,55,0,gas
Iran,50,natural_gas,subcritical,33,128060,gas
India,250,coal,subcritical,15,1410083,coal
Russia,5597,natural_gas,supercritical,32,15600000,gas
China,600,bituminous,subcritical,8,2901500,coal
United_States,1000,natural_gas,CCGT,13,0,gas
United_States,1370,natural_gas,CCGT,33,5863563,gas
United_States,207,bituminous,cogeneration,58,0,coal
China,600,bituminous,subcritical,22,2916924,coal
United_States,1140,lignite,subcritical,13,1906380,coal
United_Arab_Emirates,881,natural_gas,CCGT,39,2471754,gas
United_States,1336,natural_gas,CCGT,37,0,gas
China,1000,lignite,subcritical,29,5064816,coal
Japan,4449,natural_gas,OCGT,42,15300000,gas
Mexico,113,oil,Engine,55,0,oil
Japan,753,oil,subcritical,1,0,oil
United_States,1136,natural_gas,CCGT,13,5323759,gas
United_States,100,oil,Engine,18,35131,oil
Uzbekistan,3000,natural_gas,subcritical,25,7150995,gas
Japan,4802,natural_gas,CCGT,28,30300000,gas
Canada,1282,subbituminous,subcritical,55,8942401,coal
Belgium,538,natural_gas,CCGT,23,1015459,gas
Singapore,1480,natural_gas,CCGT,15,8297868,gas
Japan,1886,natural_gas,subcritical,52,6502441,gas
Canada,400,natural_gas,CCGT,32,1093263,gas
United_States,652,natural_gas,CCGT,59,4531000,gas
China,600,coal,subcritical,28,3509996,coal
Netherlands,430,natural_gas,CCGT,7,1337642,gas
United_States,2,subbituminous,subcritical,48,0,coal
Syrian_Arab_Republic,400,oil,subcritical,8,1259662,oil
United_States,608,natural_gas,OCGT,59,1850903,gas
Russia,270,subbituminous,subcritical,60,2328633,coal
China,1200,bituminous,supercritical,21,2912202,coal
Netherlands,60,coal,subcritical,45,230207,coal
India,1500,coal,subcritical,5,0,coal
China,1200,bituminous,subcritical,17,6109963,coal
Nigeria,1020,oil,subcritical,39,3606216,oil
Croatia,370,natural_gas,CCGT,8,0,gas
China,1200,bituminous,supercritical,24,6283780,coal
Vietnam,600,coal,subcritical,25,3321990,coal
United_States,277,natural_gas,CCGT,62,462481,gas
Japan,1000,oil,subcritical,30,5684219,oil
Japan,1200,bituminous,ultrasupercritical,19,6817015,coal
Germany,12,natural_gas,CCGT,56,120317,gas
Trinidad_and_Tobago,236,natural_gas,OCGT,64,1442416,gas
United_States,1136,natural_gas,CCGT,13,5323759,gas
China,1770,natural_gas,CCGT,39,12400000,gas
China,1200,bituminous,supercritical,17,6109963,coal
China,1170,natural_gas,CCGT,26,9524867,gas
Russia,450,natural_gas,CCGT,47,1539853,gas
Iran,347,natural_gas,CCGT,22,1365103,gas
Germany,640,natural_gas,subcritical,47,0,gas
Japan,1200,coal,ultrasupercritical,19,6817015,coal
Nicaragua,61,oil,Engine,10,57461,oil
Russia,245,natural_gas,CCGT,64,891835,gas
Belarus,261,natural_gas,subcritical,46,571089,gas
Germany,136,coal,subcritical,76,128023,coal
Australia,108,natural_gas,OCGT,16,377674,gas
United_States,652,natural_gas,CCGT,59,4531000,gas
China,600,bituminous,subcritical,10,1921824,coal
Spain,800,natural_gas,CCGT,10,2300729,gas
Russia,46,natural_gas,CCGT,63,153700,gas
United_Arab_Emirates,428,natural_gas,OCGT,28,2733100,gas
United_States,207,bituminous,cogeneration,58,0,coal
China,1200,anthracite,supercritical,17,6109963,coal
Australia,385,natural_gas,CCGT,19,839743,gas
Algeria,120,natural_gas,OCGT,39,120000,gas
Australia,240,natural_gas,subcritical,19,323059,gas
United_States,1362,natural_gas,CCGT,37,5863563,gas
Germany,466,bituminous,cogeneration,53,4333410,coal
Syrian_Arab_Republic,64,oil,cogeneration,8,44123,oil
India,1500,coal,subcritical,15,7620000,coal
Australia,854,bituminous,subcritical,8,1468640,coal
Belarus,43,natural_gas,OCGT,46,22828,gas
Republic_of_Korea,1348,natural_gas,CCGT,22,0,gas
India,157,natural_gas,CCGT,21,186171,gas
Chile,875,subbituminous,subcritical,18,1303533,coal
United_States,147,natural_gas,CCGT,30,540184,gas
Libya,507,oil,subcritical,-14,333371,oil
Algeria,200,natural_gas,OCGT,29,685516,gas
Australia,22,oil,OCGT,5,0,oil
Japan,1800,natural_gas,supercritical,39,7614089,gas
United_States,242,bituminous,subcritical,47,344061,coal
Russia,485,bituminous,cogeneration,83,3543883,coal
Japan,1200,subbituminous,ultrasupercritical,22,6817015,coal
United_States,570,natural_gas,CCGT,59,1913109,gas
France,765,oil,subcritical,48,3328857,oil
India,2000,coal,subcritical,5,0,coal
Germany,406,natural_gas,CCGT,53,1267260,gas
United_States,989,natural_gas,CCGT,13,5145072,gas
United_States,100,oil,Engine,18,35131,oil
Japan,1200,coal,ultrasupercritical,22,6817015,coal
India,106,oil,Engine,16,346435,oil
Spain,800,natural_gas,CCGT,14,3559368,gas
Australia,2840,bituminous,subcritical,41,1965945,coal
Portugal,1192,coal,subcritical,18,5559626,coal
Taiwan,1350,natural_gas,CCGT,7,0,gas
India,1050,coal,subcritical,23,2961430,coal
United_States,1022,natural_gas,CCGT,13,1688808,gas
Italy,840,natural_gas,CCGT,9,486175,gas
United_States,1700,subbituminous,subcritical,32,10500000,coal
China,600,bituminous,subcritical,28,3509996,coal
India,600,coal,subcritical,5,0,coal
United_Kingdom,1960,natural_gas,CCGT,49,11300000,gas
Russia,300,natural_gas,CCGT,63,1602195,gas
China,1200,coal,supercritical,21,2912202,coal
Saudi_Arabia,2745,natural_gas,CCGT,11,16400000,gas
Netherlands,80,natural_gas,CCGT,28,238236,gas
Bangladesh,341,natural_gas,CCGT,47,1056906,gas
France,45,coal,subcritical,18,114150,coal
Cote_DIvoire,328,natural_gas,CCGT,8,1021104,gas
India,291,natural_gas,CCGT,22,1756118,gas
India,1200,subbituminous,subcritical,4,0,coal
Russia,202,coal,subcritical,62,724402,coal
United_States,3,subbituminous,subcritical,31,144,coal
Russia,474,natural_gas,CCGT,30,76459,gas
India,750,coal,subcritical,7,0,coal
Greece,420,natural_gas,CCGT,7,0,gas
Italy,1770,natural_gas,CCGT,21,0,gas
Germany,564,natural_gas,CCGT,30,3848348,gas
China,796,natural_gas,CCGT,10,0,gas
China,600,anthracite,subcritical,12,2508092,coal
Uzbekistan,85,natural_gas,OCGT,25,190778,gas
Nigeria,480,natural_gas,CCGT,16,1841896,gas
